Date,Open,High,Low,Close,Volume,Adj Close
2015-03-23,44.860001000000004,47.150002,44.740002000000004,47.029999,3681700,47.029999
2015-03-24,46.970001,47.360001000000004,46.529999,47.040001000000004,2266600,47.040001000000004
2015-03-25,47.040001000000004,47.240002000000004,45.73,45.759997999999996,2524700,45.759997999999996
2015-03-26,45.650002,46.599998,45.310001,45.709998999999996,1692000,45.709998999999996
2015-03-27,45.82,47.349998,45.759997999999996,47.16,1889500,47.16
2015-03-30,47.099998,48.240002000000004,46.709998999999996,47.389998999999996,3333800,47.389998999999996
2015-03-31,47.029999,47.919998,46.790001000000004,47.349998,1922500,47.349998
2015-04-01,47.25,47.369999,45.09,45.5,3670000,45.5
2015-04-02,45.400002,47.5,45.32,47.139998999999996,2594600,47.139998999999996
2015-04-06,46.25,47.82,46.080002,47.310001,1560500,47.310001
2015-04-07,47.279999,48.169998,46.959998999999996,46.990002000000004,1434800,46.990002000000004
2015-04-08,46.82,47.779999,46.369999,47.43,1856500,47.43
2015-04-09,47.400002,48.099998,46.779999,47.0,1184400,47.0
2015-04-10,47.049999,47.720001,46.549999,47.650002,1407400,47.650002
2015-04-13,47.720001,48.34,47.27,47.400002,1485900,47.400002
2015-04-14,47.360001000000004,47.950001,46.709998999999996,47.599998,1692500,47.599998
2015-04-15,47.619999,50.200001,47.580002,49.57,5395300,49.57
2015-04-16,49.330002,50.0,48.529999,49.369999,2694500,49.369999
2015-04-17,48.91,49.009997999999996,47.939999,48.299999,2068500,48.299999
2015-04-20,48.450001,48.490002000000004,47.830002,48.25,1112200,48.25
2015-04-21,48.419998,49.75,48.150002,49.310001,1686900,49.310001
2015-04-22,49.959998999999996,51.150002,49.790001000000004,50.450001,2499300,50.450001
2015-04-23,50.509997999999996,50.75,49.700001,50.32,1457100,50.32
2015-04-24,50.830002,51.220001,50.27,50.610001000000004,1433500,50.610001000000004
2015-04-27,50.98,52.509997999999996,50.880001,51.02,2388300,51.02
2015-04-28,51.299999,52.25,51.060001,51.220001,2433700,51.220001
2015-04-29,51.0,51.73,50.380001,51.279999,6480400,51.279999
2015-04-30,41.25,42.290001000000004,38.75,39.389998999999996,25307400,39.389998999999996
2015-05-01,39.310001,39.889998999999996,38.540001000000004,39.759997999999996,5876800,39.759997999999996
2015-05-04,39.689999,39.709998999999996,38.68,39.610001000000004,5171100,39.610001000000004
2015-05-05,39.540001000000004,39.990002000000004,38.689999,38.880001,2500500,38.880001
2015-05-06,38.799999,39.09,37.91,38.220001,2689200,38.220001
2015-05-07,38.220001,48.73,38.220001,47.009997999999996,33831600,47.009997999999996
2015-05-08,47.25,50.990002000000004,47.200001,49.93,24155600,49.93
2015-05-11,49.360001000000004,50.290001000000004,47.880001,48.619999,10430300,48.619999
2015-05-12,48.220001,49.860001000000004,48.150002,48.830002,7587400,48.830002
2015-05-13,48.830002,49.349998,47.25,47.84,5577100,47.84
2015-05-14,47.849998,48.470001,47.259997999999996,47.349998,3539400,47.349998
2015-05-15,47.360001000000004,47.57,46.68,46.889998999999996,3567700,46.889998999999996
2015-05-18,45.700001,46.619999,45.5,46.560001,2893600,46.560001
2015-05-19,46.52,48.560001,46.0,46.459998999999996,4677600,46.459998999999996
2015-05-20,46.549999,46.93,45.75,46.43,1605000,46.43
2015-05-21,46.099998,46.880001,45.849998,46.139998999999996,1929800,46.139998999999996
2015-05-22,46.0,46.830002,46.0,46.48,1373800,46.48
2015-05-26,46.130001,46.810001,45.360001000000004,45.549999,2142300,45.549999
2015-05-27,45.849998,46.68,44.830002,45.52,2544100,45.52
2015-05-28,45.099998,47.919998,44.849998,47.75,4838900,47.75
2015-05-29,47.16,48.689999,46.75,47.91,3602000,47.91
2015-06-01,47.709998999999996,48.27,46.869999,47.41,2296200,47.41
2015-06-02,47.450001,48.900002,47.310001,48.580002,2060700,48.580002
2015-06-03,48.66,48.799999,47.279999,47.560001,2196700,47.560001
2015-06-04,47.330002,47.860001000000004,46.790001000000004,47.150002,3160400,47.150002
2015-06-05,47.529999,48.5,47.099998,48.220001,2715200,48.220001
2015-06-08,47.900002,48.040001000000004,45.619999,45.669998,3709500,45.669998
2015-06-09,45.970001,46.27,45.23,45.439999,2635900,45.439999
2015-06-10,45.810001,45.810001,44.400002,44.459998999999996,3719400,44.459998999999996
2015-06-11,44.610001000000004,44.860001000000004,43.41,43.540001000000004,5014700,43.540001000000004
2015-06-12,43.380001,44.299999,43.25,44.040001000000004,3401900,44.040001000000004
2015-06-15,43.490002000000004,44.389998999999996,43.490002000000004,44.0,2341400,44.0
2015-06-16,43.939999,46.220001,43.830002,44.700001,5072500,44.700001
2015-06-17,44.939999,45.189999,44.18,44.599998,1711700,44.599998
2015-06-18,44.509997999999996,45.830002,44.360001000000004,45.439999,2045600,45.439999
2015-06-19,45.060001,45.459998999999996,44.75,45.119999,2302200,45.119999
2015-06-22,45.349998,46.02,44.830002,45.279999,2115400,45.279999
2015-06-23,45.509997999999996,46.400002,45.080002,46.02,1833600,46.02
2015-06-24,46.0,46.25,45.189999,45.25,1427000,45.25
2015-06-25,45.540001000000004,45.849998,44.84,44.880001,1368800,44.880001
2015-06-26,44.959998999999996,45.240002000000004,44.209998999999996,44.509997999999996,2859400,44.509997999999996
2015-06-29,43.669998,44.32,42.32,42.470001,2402100,42.470001
2015-06-30,42.970001,43.349998,42.540001000000004,43.029999,1834600,43.029999
2015-07-01,43.360001000000004,43.490002000000004,42.049999,42.439999,1696000,42.439999
2015-07-02,42.369999,42.369999,36.099998,38.18,13264600,38.18
2015-07-06,37.709998999999996,38.34,36.650002,37.490002000000004,6536900,37.490002000000004
2015-07-07,37.310001,37.360001000000004,35.099998,36.299999,6272400,36.299999
2015-07-08,35.639998999999996,36.25,35.139998999999996,35.400002,2428400,35.400002
2015-07-09,35.919998,36.060001,34.630001,34.75,2770000,34.75
2015-07-10,35.099998,35.43,34.650002,34.73,2223300,34.73
2015-07-13,34.84,35.700001,34.650002,35.43,4069800,35.43
2015-07-14,35.43,36.040001000000004,34.73,35.990002000000004,2972400,35.990002000000004
2015-07-15,35.799999,36.080002,34.849998,35.0,2763000,35.0
2015-07-16,35.25,35.549999,34.549999,35.110001000000004,2186800,35.110001000000004
2015-07-17,35.459998999999996,35.900002,34.669998,34.959998999999996,3014200,34.959998999999996
2015-07-20,33.939999,35.349998,33.349998,34.549999,4215400,34.549999
2015-07-21,34.549999,35.650002,34.5,35.57,2824500,35.57
2015-07-22,34.950001,35.290001000000004,33.889998999999996,34.439999,2852400,34.439999
2015-07-23,34.439999,35.450001,34.34,35.040001000000004,2188300,35.040001000000004
2015-07-24,35.290001000000004,35.299999,34.0,34.560001,2094600,34.560001
2015-07-27,33.98,34.32,33.529999,33.73,3470300,33.73
2015-07-28,33.060001,33.799999,32.360001000000004,33.509997999999996,8529200,33.509997999999996
2015-07-29,24.940001000000002,25.5,23.66,25.059998999999998,34598900,25.059998999999998
2015-07-30,24.91,26.440001000000002,24.809998999999998,26.030001000000002,7878800,26.030001000000002
2015-07-31,25.690001000000002,27.48,25.690001000000002,26.4,7889400,26.4
2015-08-03,26.6,27.700001,25.559998999999998,25.92,6636900,25.92
2015-08-04,25.879998999999998,26.32,25.4,26.18,3176900,26.18
2015-08-05,26.290001,27.07,26.049999,26.129998999999998,2830200,26.129998999999998
2015-08-06,26.02,26.23,25.040001,25.379998999999998,2389000,25.379998999999998
2015-08-07,25.280001000000002,25.75,24.99,25.35,2167200,25.35
2015-08-10,25.6,26.459999,25.530001000000002,26.0,2139100,26.0
2015-08-11,25.65,25.969998999999998,24.91,25.35,2356000,25.35
2015-08-12,24.93,25.629998999999998,24.57,25.469998999999998,2341800,25.469998999999998
2015-08-13,25.52,25.75,24.51,24.540001,2263600,24.540001
2015-08-14,25.26,26.139999,24.91,25.77,4245900,25.77
2015-08-17,25.73,27.040001,25.5,26.639999,4077300,26.639999
2015-08-18,26.610001,26.66,25.01,25.41,4037700,25.41
2015-08-19,25.129998999999998,25.68,24.709999,25.25,2255700,25.25
2015-08-20,24.719998999999998,25.040001,24.0,24.01,2930700,24.01
2015-08-21,23.709999,23.719998999999998,22.67,23.09,5473700,23.09
2015-08-24,21.66,24.23,20.5,22.98,4882000,22.98
2015-08-25,23.870001000000002,24.15,22.719998999999998,22.75,2860500,22.75
2015-08-26,23.34,23.51,22.51,23.379998999999998,3354500,23.379998999999998
2015-08-27,24.040001,24.530001000000002,23.16,23.98,4050900,23.98
2015-08-28,23.639999,24.33,23.639999,23.959999,2625100,23.959999
2015-08-31,23.91,24.58,23.700001,24.280001000000002,2258500,24.280001000000002
2015-09-01,23.59,24.389999,23.16,23.4,3158300,23.4
2015-09-02,23.700001,24.290001,23.24,24.280001000000002,2358900,24.280001000000002
2015-09-03,24.299999,24.48,23.879998999999998,24.17,1614900,24.17
2015-09-04,23.700001,24.66,23.6,24.209999,1894400,24.209999
2015-09-08,24.610001,24.610001,23.940001000000002,23.98,3224400,23.98
2015-09-09,24.08,25.33,24.07,24.68,2669400,24.68
2015-09-10,24.73,25.5,24.6,25.120001000000002,1786900,25.120001000000002
2015-09-11,25.0,25.370001000000002,24.629998999999998,24.709999,1702900,24.709999
2015-09-14,24.77,24.940001000000002,24.17,24.469998999999998,1678700,24.469998999999998
2015-09-15,24.41,25.200001,24.299999,24.940001000000002,1316500,24.940001000000002
2015-09-16,24.809998999999998,25.93,24.73,25.290001,3299800,25.290001
2015-09-17,25.120001000000002,25.68,24.9,25.129998999999998,2011400,25.129998999999998
2015-09-18,24.74,25.440001000000002,24.549999,24.75,2576500,24.75
2015-09-21,24.860001,24.959999,24.1,24.23,2279600,24.23
2015-09-22,23.92,24.49,23.209999,23.35,2394800,23.35
2015-09-23,23.5,23.5,22.93,23.1,1655100,23.1
2015-09-24,22.469998999999998,22.67,22.0,22.58,2778600,22.58
2015-09-25,22.68,22.99,21.959999,22.17,1701300,22.17
2015-09-28,22.15,22.32,21.370001000000002,21.379998999999998,1974700,21.379998999999998
2015-09-29,21.67,21.969998999999998,21.0,21.139999,2474400,21.139999
2015-09-30,21.49,22.110001,21.219998999999998,21.66,1965700,21.66
2015-10-01,21.65,21.870001000000002,20.75,20.870001000000002,2769100,20.870001000000002
2015-10-02,20.75,22.48,20.6,22.379998999999998,2248900,22.379998999999998
2015-10-05,22.379998999999998,22.709999,22.059998999999998,22.68,1809300,22.68
2015-10-06,22.719998999999998,23.190001000000002,22.51,22.68,1704300,22.68
2015-10-07,22.879998999999998,23.530001000000002,22.459999,23.5,1527900,23.5
2015-10-08,23.459999,23.870001000000002,22.879998999999998,23.610001,1299600,23.610001
2015-10-09,23.610001,25.02,23.35,24.879998999999998,3320600,24.879998999999998
2015-10-12,24.690001000000002,24.82,22.219998999999998,22.74,4755000,22.74
2015-10-13,22.809998999999998,23.299999,22.469998999999998,22.49,1696300,22.49
2015-10-14,22.48,22.879998999999998,21.870001000000002,21.98,2223100,21.98
2015-10-15,22.200001,22.84,22.059998999999998,22.610001,2083700,22.610001
2015-10-16,22.709999,22.799999,22.040001,22.65,1720600,22.65
2015-10-19,22.51,22.84,22.309998999999998,22.6,1402900,22.6
2015-10-20,22.58,23.120001000000002,22.129998999999998,22.52,1663800,22.52
2015-10-21,22.52,22.75,22.190001000000002,22.389999,1340800,22.389999
2015-10-22,22.51,23.0,22.07,22.52,2341200,22.52
2015-10-23,22.799999,22.889999,22.110001,22.559998999999998,3188700,22.559998999999998
2015-10-26,22.6,24.799999,22.32,24.43,6890700,24.43
2015-10-27,24.299999,24.299999,22.01,22.9,6616200,22.9
2015-10-28,21.639999,22.809998999999998,21.43,22.07,9403700,22.07
2015-10-29,23.26,24.200001,22.41,22.950001,9740500,22.950001
2015-10-30,23.110001,23.15,22.0,22.25,5010000,22.25
2015-11-02,22.26,23.85,22.209999,23.799999,6459600,23.799999
2015-11-03,23.67,24.450001,23.6,24.120001000000002,2482100,24.120001000000002
2015-11-04,24.030001000000002,24.6,23.879998999999998,24.42,1704600,24.42
2015-11-05,24.5,25.559998999999998,24.32,25.049999,2794300,25.049999
2015-11-06,25.049999,25.530001000000002,24.5,25.5,2095400,25.5
2015-11-09,25.34,25.65,24.629998999999998,24.959999,1567200,24.959999
2015-11-10,24.85,25.360001,24.59,25.16,1267900,25.16
2015-11-11,25.1,25.309998999999998,24.540001,24.98,1364400,24.98
2015-11-12,25.18,27.219998999999998,24.9,25.9,5213300,25.9
2015-11-13,26.719998999999998,27.49,26.120001000000002,27.1,4976000,27.1
2015-11-16,27.0,27.59,26.469998999999998,27.440001000000002,3066700,27.440001000000002
2015-11-17,27.34,27.610001,26.860001,27.540001,2018000,27.540001
2015-11-18,27.540001,28.83,27.309998999999998,28.23,3091600,28.23
2015-11-19,28.190001000000002,28.690001000000002,27.91,28.059998999999998,1487500,28.059998999999998
2015-11-20,28.1,31.25,28.049999,31.209999,6697500,31.209999
2015-11-23,30.58,30.809998999999998,29.15,29.860001,4029900,29.860001
2015-11-24,29.459999,30.629998999999998,29.450001,30.01,2584500,30.01
2015-11-25,29.790001,30.540001,29.709999,30.51,1287100,30.51
2015-11-27,30.5,30.6,29.610001,30.18,1058900,30.18
2015-11-30,30.110001,30.719998999999998,29.77,30.129998999999998,2015600,30.129998999999998
2015-12-01,30.110001,30.459999,29.799999,30.309998999999998,1886000,30.309998999999998
2015-12-02,30.299999,32.470001,30.290001,31.389999,4650300,31.389999
2015-12-03,31.389999,32.240002000000004,30.48,30.629998999999998,2698900,30.629998999999998
2015-12-04,30.530001000000002,30.860001,29.32,30.450001,2313800,30.450001
2015-12-07,30.379998999999998,30.639999,29.629998999999998,30.040001,1362300,30.040001
2015-12-08,29.809998999999998,31.379998999999998,29.5,30.92,1830200,30.92
2015-12-09,30.98,31.139999,29.26,30.0,2238500,30.0
2015-12-10,30.110001,31.299999,29.99,30.83,1251800,30.83
2015-12-11,30.690001000000002,30.75,29.6,29.65,1415000,29.65
2015-12-14,29.6,29.889999,28.85,29.58,2328600,29.58
2015-12-15,29.68,30.0,26.459999,26.870001000000002,5759200,26.870001000000002
2015-12-16,26.889999,28.24,26.26,28.030001000000002,2992100,28.030001000000002
2015-12-17,28.139999,28.32,27.190001000000002,27.42,1483900,27.42
2015-12-18,27.309998999999998,27.91,26.9,27.17,1299800,27.17
2015-12-21,27.17,27.360001,26.030001000000002,26.25,1947600,26.25
2015-12-22,26.25,28.700001,26.15,27.93,2952700,27.93
2015-12-23,27.950001,28.42,27.440001000000002,28.15,1001000,28.15
2015-12-24,28.27,28.59,27.9,28.4,587400,28.4
2015-12-28,28.120001000000002,28.379998999999998,27.77,27.879998999999998,1004500,27.879998999999998
2015-12-29,27.950001,28.540001,27.74,28.48,1103900,28.48
2015-12-30,28.58,28.780001000000002,28.17,28.25,1068000,28.25
2015-12-31,28.1,28.969998999999998,28.02,28.799999,1295600,28.799999
